InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
I000354,SC7274,Product 87,69,2023-01-15 17:00:00,88.25,40395,Canada
I000355,SC5239,Product 41,83,2023-01-15 18:00:00,21.42,21499,UK
I000356,SC2612,Product 62,30,2023-01-15 19:00:00,25.77,21097,France
I000357,SC3771,Product 82,72,2023-01-15 20:00:00,61.66,87759,France
C000358,SC1588,Product 85,49,2023-01-15 21:00:00,91.43,39560,France
I000359,SC1762,Product 35,36,2023-01-15 22:00:00,30.8,19164,Germany
C000360,SC7563,Product 37,56,2023-01-15 23:00:00,15.86,30126,Germany
C000361,SC7733,Product 100,26,2023-01-16 00:00:00,98.22,77837,Canada
C000362,SC2125,Product 25,80,2023-01-16 01:00:00,21.06,57331,France
C000363,SC1696,Product 92,54,2023-01-16 02:00:00,51.88,17514,Germany
C000364,SC8147,Product 100,20,2023-01-16 03:00:00,35.84,95767,Spain
C000365,SC7790,Product 85,73,2023-01-16 04:00:00,86.28,75389,USA
I000366,SC3397,Product 29,64,2023-01-16 05:00:00,77.78,65701,UK
I000367,SC7641,Product 48,23,2023-01-16 06:00:00,61.71,13585,Canada
C000368,SC5919,Product 45,45,2023-01-16 07:00:00,10.43,59445,Canada
C000369,SC2860,Product 74,4,2023-01-16 08:00:00,23.22,85625,USA
I000370,SC2355,Product 64,65,2023-01-16 09:00:00,84.25,95482,UK
C000371,SC9187,Product 90,8,2023-01-16 10:00:00,38.11,33543,France
I000372,SC2050,Product 4,85,2023-01-16 11:00:00,24.04,56859,Spain
I000373,SC1975,Product 35,18,2023-01-16 12:00:00,32.88,86701,Germany
I000374,SC7651,Product 100,95,2023-01-16 13:00:00,63.25,98806,Spain
I000375,SC1292,Product 11,57,2023-01-16 14:00:00,8.06,28186,UK
I000376,SC3802,Product 40,23,2023-01-16 15:00:00,84.26,71574,Spain
I000377,SC8858,Product 59,48,2023-01-16 16:00:00,74.87,10961,Spain
I000378,SC6312,Product 29,36,2023-01-16 17:00:00,90.19,59737,UK
I000379,SC8066,Product 8,82,2023-01-16 18:00:00,83.9,20290,Germany
I000380,SC8560,Product 31,96,2023-01-16 19:00:00,44.96,64156,USA
C000381,SC9921,Product 53,47,2023-01-16 20:00:00,17.69,51012,USA
I000382,SC2765,Product 5,72,2023-01-16 21:00:00,28.28,17284,USA
C000383,SC5598,Product 45,58,2023-01-16 22:00:00,88.6,50059,UK
C000384,SC6738,Product 19,83,2023-01-16 23:00:00,51.97,24669,USA
C000385,SC4920,Product 65,41,2023-01-17 00:00:00,51.39,24976,France
C000386,SC5409,Product 59,38,2023-01-17 01:00:00,15.74,68567,USA
C000387,SC7836,Product 30,45,2023-01-17 02:00:00,4.68,81317,UK
C000388,SC5522,Product 76,28,2023-01-17 03:00:00,54.87,27337,USA
C000389,SC4203,Product 63,51,2023-01-17 04:00:00,90.8,75364,USA
C000390,SC9365,Product 29,34,2023-01-17 05:00:00,35.6,46461,France
C000391,SC8445,Product 60,2,2023-01-17 06:00:00,76.97,80154,Canada
I000392,SC3284,Product 28,44,2023-01-17 07:00:00,55.92,58184,Spain
C000393,SC9150,Product 72,20,2023-01-17 08:00:00,17.45,72928,Canada
C000394,SC7254,Product 17,59,2023-01-17 09:00:00,16.06,56950,France
I000395,SC1213,Product 85,75,2023-01-17 10:00:00,37.95,81971,Canada
I000396,SC6541,Product 83,36,2023-01-17 11:00:00,7.7,94942,Spain
C000397,SC2650,Product 61,98,2023-01-17 12:00:00,3.4,73028,Canada
C000398,SC6230,Product 5,4,2023-01-17 13:00:00,95.12,86918,UK
I000399,SC5860,Product 46,70,2023-01-17 14:00:00,86.74,72559,Spain
C000400,SC5051,Product 45,68,2023-01-17 15:00:00,100.0,53432,UK
C000401,SC4180,Product 94,2,2023-01-17 16:00:00,95.75,24769,Germany
C000402,SC5322,Product 51,18,2023-01-17 17:00:00,66.93,43412,USA
C000403,SC4082,Product 54,52,2023-01-17 18:00:00,84.68,59384,Canada
I000404,SC3556,Product 86,92,2023-01-17 19:00:00,77.72,63510,UK
I000405,SC9257,Product 11,36,2023-01-17 20:00:00,62.16,45254,France
I000406,SC7000,Product 17,20,2023-01-17 21:00:00,39.1,89349,Germany
I000407,SC3798,Product 6,41,2023-01-17 22:00:00,87.77,92814,Spain
I000408,SC1982,Product 23,18,2023-01-17 23:00:00,18.87,98707,Germany
C000409,SC5061,Product 57,98,2023-01-18 00:00:00,14.26,19021,UK
I000410,SC2979,Product 81,43,2023-01-18 01:00:00,96.94,42118,France
C000411,SC9207,Product 26,89,2023-01-18 02:00:00,90.64,41811,USA
I000412,SC7617,Product 35,3,2023-01-18 03:00:00,93.15,10623,UK
C000413,SC5429,Product 70,60,2023-01-18 04:00:00,63.97,27627,Canada
C000414,SC3114,Product 3,13,2023-01-18 05:00:00,96.47,72722,Canada
C000415,SC9894,Product 17,3,2023-01-18 06:00:00,26.53,82119,USA
C000416,SC3470,Product 18,88,2023-01-18 07:00:00,73.01,16879,UK
I000417,SC6805,Product 4,96,2023-01-18 08:00:00,15.3,16464,USA
C000418,SC6705,Product 59,85,2023-01-18 09:00:00,55.17,36564,France
C000419,SC3387,Product 45,83,2023-01-18 10:00:00,6.14,36878,UK
C000420,SC4259,Product 13,76,2023-01-18 11:00:00,98.76,37573,Spain
C000421,SC4741,Product 40,35,2023-01-18 12:00:00,99.34,94640,Spain
C000422,SC2606,Product 23,9,2023-01-18 13:00:00,29.38,61919,Canada
C000423,SC5519,Product 92,30,2023-01-18 14:00:00,15.79,76096,UK
I000424,SC8288,Product 15,94,2023-01-18 15:00:00,36.12,60492,Germany
I000425,SC1545,Product 40,69,2023-01-18 16:00:00,65.1,72402,Germany
C000426,SC7652,Product 87,81,2023-01-18 17:00:00,84.81,18569,Germany
I000427,SC2849,Product 65,54,2023-01-18 18:00:00,92.81,18511,Spain
I000428,SC4040,Product 16,73,2023-01-18 19:00:00,72.93,53026,UK
I000429,SC1785,Product 33,96,2023-01-18 20:00:00,65.34,83114,France
C000430,SC3325,Product 50,93,2023-01-18 21:00:00,97.75,76998,Germany
I000431,SC5960,Product 51,35,2023-01-18 22:00:00,40.62,61665,Spain
I000432,SC5831,Product 87,23,2023-01-18 23:00:00,66.46,10692,Canada
I000433,SC4962,Product 72,80,2023-01-19 00:00:00,11.48,44852,Germany
C000434,SC9217,Product 5,49,2023-01-19 01:00:00,85.57,21437,Spain
C000435,SC5623,Product 23,50,2023-01-19 02:00:00,85.82,50287,Spain
C000436,SC3734,Product 36,51,2023-01-19 03:00:00,61.1,10224,Canada
I000437,SC7653,Product 35,41,2023-01-19 04:00:00,19.89,63214,Canada
C000438,SC1889,Product 95,12,2023-01-19 05:00:00,47.35,34423,USA
C000439,SC2576,Product 7,58,2023-01-19 06:00:00,99.96,19514,USA
I000440,SC4938,Product 90,65,2023-01-19 07:00:00,42.87,54110,USA
I000441,SC6985,Product 41,90,2023-01-19 08:00:00,74.34,16996,USA
C000442,SC3077,Product 89,7,2023-01-19 09:00:00,92.43,61644,USA
I000443,SC5722,Product 66,44,2023-01-19 10:00:00,91.64,61350,Canada
I000444,SC6201,Product 47,83,2023-01-19 11:00:00,78.95,59262,Germany
C000445,SC9857,Product 90,8,2023-01-19 12:00:00,1.45,15248,USA
I000446,SC9328,Product 68,58,2023-01-19 13:00:00,19.33,43288,Spain
C000447,SC5695,Product 100,23,2023-01-19 14:00:00,57.2,48527,France
I000448,SC4955,Product 82,8,2023-01-19 15:00:00,64.12,13563,France
C000449,SC9778,Product 61,37,2023-01-19 16:00:00,35.9,82599,Germany
I000450,SC6381,Product 60,76,2023-01-19 17:00:00,44.82,83211,USA
I000451,SC9892,Product 47,62,2023-01-19 18:00:00,36.76,70951,USA
C000452,SC2884,Product 72,24,2023-01-19 19:00:00,8.13,63452,USA
I000453,SC9988,Product 83,94,2023-01-19 20:00:00,3.34,80692,Germany
I000454,SC6019,Product 6,46,2023-01-19 21:00:00,51.45,41977,USA
I000455,SC7897,Product 6,46,2023-01-19 22:00:00,54.89,95218,France
C000456,SC6746,Product 50,56,2023-01-19 23:00:00,73.86,83591,France
I000457,SC6474,Product 34,25,2023-01-20 00:00:00,96.83,31493,France
C000458,SC2977,Product 79,47,2023-01-20 01:00:00,80.25,23893,UK
I000459,SC2956,Product 77,62,2023-01-20 02:00:00,78.72,68227,Spain
C000460,SC8894,Product 39,58,2023-01-20 03:00:00,53.0,46668,Germany
I000461,SC7121,Product 59,59,2023-01-20 04:00:00,80.08,53915,Spain
I000462,SC1087,Product 31,15,2023-01-20 05:00:00,94.76,64826,France
I000463,SC5313,Product 43,53,2023-01-20 06:00:00,75.51,23299,Canada
I000464,SC6599,Product 100,18,2023-01-20 07:00:00,9.52,74706,Spain
C000465,SC8019,Product 22,35,2023-01-20 08:00:00,24.37,95418,Germany
I000466,SC1773,Product 87,79,2023-01-20 09:00:00,40.97,24725,USA
I000467,SC6516,Product 75,29,2023-01-20 10:00:00,15.56,94605,France
C000468,SC3072,Product 34,8,2023-01-20 11:00:00,53.37,84088,Germany
C000469,SC9876,Product 71,82,2023-01-20 12:00:00,25.34,10291,Canada
I000470,SC4128,Product 52,28,2023-01-20 13:00:00,53.4,78726,USA
C000471,SC9476,Product 3,26,2023-01-20 14:00:00,52.75,27589,UK
I000472,SC5107,Product 95,33,2023-01-20 15:00:00,44.88,48805,Germany
C000473,SC6714,Product 61,47,2023-01-20 16:00:00,58.5,24109,Spain
C000474,SC9085,Product 15,54,2023-01-20 17:00:00,83.79,22494,Germany
I000475,SC2061,Product 6,8,2023-01-20 18:00:00,61.86,63989,USA
I000476,SC5082,Product 10,95,2023-01-20 19:00:00,7.21,38967,France
C000477,SC3753,Product 98,17,2023-01-20 20:00:00,55.43,98644,Canada
C000478,SC2470,Product 78,81,2023-01-20 21:00:00,30.2,14211,USA
I000479,SC9862,Product 80,38,2023-01-20 22:00:00,36.05,60592,USA
I000480,SC6559,Product 82,8,2023-01-20 23:00:00,60.52,16334,France
I000481,SC9862,Product 91,4,2023-01-21 00:00:00,8.38,62238,Spain
I000482,SC6222,Product 80,53,2023-01-21 01:00:00,86.15,22893,Spain
C000483,SC7199,Product 26,7,2023-01-21 02:00:00,34.62,39846,Spain
C000484,SC9339,Product 52,59,2023-01-21 03:00:00,38.59,33684,France
I000485,SC1071,Product 24,31,2023-01-21 04:00:00,42.36,54904,USA
C000486,SC6851,Product 36,84,2023-01-21 05:00:00,88.0,45300,USA
C000487,SC5503,Product 16,47,2023-01-21 06:00:00,65.31,29877,Germany
I000488,SC5332,Product 57,6,2023-01-21 07:00:00,92.28,73287,Germany
C000489,SC5491,Product 31,95,2023-01-21 08:00:00,88.98,74642,France
C000490,SC7562,Product 26,50,2023-01-21 09:00:00,5.33,43824,USA
C000491,SC2006,Product 97,5,2023-01-21 10:00:00,67.29,57049,Spain
I000492,SC3242,Product 89,24,2023-01-21 11:00:00,84.5,67326,UK
C000493,SC8075,Product 29,57,2023-01-21 12:00:00,45.46,32239,Spain
I000494,SC5000,Product 94,11,2023-01-21 13:00:00,46.37,37996,Spain
I000495,SC5652,Product 78,76,2023-01-21 14:00:00,51.57,83807,France
C000496,SC5977,Product 21,30,2023-01-21 15:00:00,25.78,76058,Spain
C000497,SC5726,Product 60,65,2023-01-21 16:00:00,36.49,44714,Canada
I000498,SC9604,Product 83,74,2023-01-21 17:00:00,69.0,89461,France
I000499,SC9184,Product 6,35,2023-01-21 18:00:00,70.67,52938,France
I000500,SC9304,Product 63,17,2023-01-21 19:00:00,12.8,97540,Spain
C000501,SC2408,Product 43,3,2023-01-21 20:00:00,15.14,46939,UK
I000502,SC5193,Product 62,21,2023-01-21 21:00:00,53.8,56635,Spain
C000503,SC5588,Product 71,58,2023-01-21 22:00:00,97.63,63077,USA
C000504,SC3190,Product 70,25,2023-01-21 23:00:00,73.77,62168,Spain
I000505,SC4438,Product 17,59,2023-01-22 00:00:00,61.28,98393,Spain
C000506,SC2831,Product 85,24,2023-01-22 01:00:00,34.73,55418,Spain
C000507,SC8025,Product 71,40,2023-01-22 02:00:00,22.35,44881,Spain
C000508,SC9901,Product 14,59,2023-01-22 03:00:00,4.18,79014,Germany
I000509,SC4755,Product 68,80,2023-01-22 04:00:00,44.65,16274,Spain
C000510,SC9740,Product 27,54,2023-01-22 05:00:00,32.03,12400,UK
I000511,SC4843,Product 28,53,2023-01-22 06:00:00,47.1,93127,UK
C000512,SC4986,Product 66,33,2023-01-22 07:00:00,56.71,12837,UK
I000513,SC5971,Product 60,20,2023-01-22 08:00:00,22.74,30899,Spain
I000514,SC4127,Product 29,56,2023-01-22 09:00:00,14.83,72543,Canada
I000515,SC4885,Product 45,70,2023-01-22 10:00:00,54.06,52172,Canada
C000516,SC4455,Product 83,55,2023-01-22 11:00:00,13.29,57309,USA
C000517,SC8819,Product 97,94,2023-01-22 12:00:00,7.99,15480,USA
I000518,SC8330,Product 2,25,2023-01-22 13:00:00,13.19,58460,Spain
C000519,SC2266,Product 59,20,2023-01-22 14:00:00,4.32,45326,USA
I000520,SC1292,Product 97,53,2023-01-22 15:00:00,41.81,82433,Canada
C000521,SC2391,Product 14,26,2023-01-22 16:00:00,31.97,46321,Spain
I000522,SC2262,Product 66,42,2023-01-22 17:00:00,32.03,66485,France
C000523,SC9565,Product 94,30,2023-01-22 18:00:00,32.57,19758,UK
C000524,SC6439,Product 78,74,2023-01-22 19:00:00,44.16,46396,UK
I000525,SC8573,Product 12,18,2023-01-22 20:00:00,34.38,68730,Spain
I000526,SC8663,Product 17,60,2023-01-22 21:00:00,6.0,14262,Spain
C000527,SC3820,Product 81,98,2023-01-22 22:00:00,54.22,25344,Germany
I000528,SC4302,Product 93,83,2023-01-22 23:00:00,93.57,12205,France
I000529,SC9124,Product 66,73,2023-01-23 00:00:00,15.57,39505,UK
I000530,SC7989,Product 76,79,2023-01-23 01:00:00,89.91,15668,Canada
I000531,SC3104,Product 75,26,2023-01-23 02:00:00,41.89,28991,UK
I000532,SC5457,Product 20,98,2023-01-23 03:00:00,65.1,69675,Canada
I000533,SC3215,Product 39,61,2023-01-23 04:00:00,98.51,71679,Canada
C000534,SC3630,Product 49,4,2023-01-23 05:00:00,37.28,67046,Canada
C000535,SC1530,Product 16,34,2023-01-23 06:00:00,19.13,20004,France
I000536,SC5483,Product 83,78,2023-01-23 07:00:00,42.18,45618,USA
I000537,SC6802,Product 2,74,2023-01-23 08:00:00,57.79,50379,Canada
C000538,SC4035,Product 81,52,2023-01-23 09:00:00,93.09,52743,USA
C000539,SC3402,Product 91,67,2023-01-23 10:00:00,80.15,53055,UK
I000540,SC9540,Product 23,38,2023-01-23 11:00:00,11.06,93193,France
C000541,SC7511,Product 77,46,2023-01-23 12:00:00,89.19,67914,UK
C000542,SC8827,Product 63,24,2023-01-23 13:00:00,94.65,41898,USA
C000543,SC9852,Product 7,24,2023-01-23 14:00:00,18.63,17472,France
C000544,SC9406,Product 50,26,2023-01-23 15:00:00,54.71,30945,France
C000545,SC2308,Product 40,65,2023-01-23 16:00:00,75.7,17191,Spain
C000546,SC1124,Product 86,68,2023-01-23 17:00:00,62.5,77975,France
C000547,SC6373,Product 69,47,2023-01-23 18:00:00,99.66,64321,France
C000548,SC9510,Product 100,59,2023-01-23 19:00:00,87.02,65672,UK
C000549,SC4030,Product 29,74,2023-01-23 20:00:00,67.03,83462,USA
I000550,SC3672,Product 11,42,2023-01-23 21:00:00,82.28,53195,Spain
C000551,SC8371,Product 77,36,2023-01-23 22:00:00,84.27,79965,Spain
C000552,SC3273,Product 64,83,2023-01-23 23:00:00,4.02,99775,Spain
I000553,SC9544,Product 52,90,2023-01-24 00:00:00,38.59,13627,Spain
C000554,SC6563,Product 86,83,2023-01-24 01:00:00,62.14,74746,Spain
C000555,SC6936,Product 8,95,2023-01-24 02:00:00,87.8,89436,Canada
C000556,SC2728,Product 21,66,2023-01-24 03:00:00,86.48,85270,Spain
C000557,SC2418,Product 82,93,2023-01-24 04:00:00,90.02,89985,Germany
I000558,SC2476,Product 38,24,2023-01-24 05:00:00,46.88,37155,Spain
I000559,SC9318,Product 73,27,2023-01-24 06:00:00,57.51,60752,Germany
C000560,SC4804,Product 36,67,2023-01-24 07:00:00,85.38,66802,Canada
C000561,SC4975,Product 66,93,2023-01-24 08:00:00,14.79,73857,UK
I000562,SC1567,Product 44,52,2023-01-24 09:00:00,54.12,36787,UK
I000563,SC4359,Product 61,10,2023-01-24 10:00:00,62.53,55725,France
C000564,SC9497,Product 59,32,2023-01-24 11:00:00,9.2,46729,France
C000565,SC2761,Product 25,54,2023-01-24 12:00:00,75.49,35398,USA
I000566,SC2393,Product 71,23,2023-01-24 13:00:00,84.7,18452,France
C000567,SC5657,Product 58,44,2023-01-24 14:00:00,68.53,10022,Germany
I000568,SC8239,Product 42,65,2023-01-24 15:00:00,89.79,44928,Canada
I000569,SC8814,Product 86,91,2023-01-24 16:00:00,33.49,34421,France
C000570,SC4076,Product 77,23,2023-01-24 17:00:00,48.76,18492,Germany
I000571,SC9091,Product 85,29,2023-01-24 18:00:00,81.44,11328,Germany
C000572,SC9458,Product 2,45,2023-01-24 19:00:00,52.01,70961,Canada
I000573,SC4291,Product 74,24,2023-01-24 20:00:00,71.86,39328,USA
I000574,SC3957,Product 16,81,2023-01-24 21:00:00,82.28,25279,Spain
C000575,SC6733,Product 47,17,2023-01-24 22:00:00,25.98,19929,USA
C000576,SC5087,Product 44,9,2023-01-24 23:00:00,68.56,67669,France
I000577,SC7439,Product 69,5,2023-01-25 00:00:00,22.13,61569,UK
C000578,SC3462,Product 31,33,2023-01-25 01:00:00,12.77,54298,USA
C000579,SC1904,Product 86,46,2023-01-25 02:00:00,66.54,24318,UK
I000580,SC5197,Product 7,41,2023-01-25 03:00:00,71.85,25470,USA
I000581,SC8258,Product 87,13,2023-01-25 04:00:00,93.65,45277,UK
C000582,SC7568,Product 7,29,2023-01-25 05:00:00,21.03,33241,Canada
C000583,SC5625,Product 46,3,2023-01-25 06:00:00,22.88,85840,UK
I000584,SC9916,Product 22,81,2023-01-25 07:00:00,39.71,64274,Spain
C000585,SC8865,Product 30,99,2023-01-25 08:00:00,73.82,48217,Spain
I000586,SC8727,Product 32,67,2023-01-25 09:00:00,3.49,86487,France
C000587,SC7366,Product 67,30,2023-01-25 10:00:00,80.35,50206,France
C000588,SC6547,Product 39,36,2023-01-25 11:00:00,15.09,35195,France
I000589,SC5726,Product 16,43,2023-01-25 12:00:00,53.92,36134,UK
I000590,SC2768,Product 66,39,2023-01-25 13:00:00,58.79,19637,Spain
C000591,SC6216,Product 89,87,2023-01-25 14:00:00,5.46,51788,Germany
I000592,SC1306,Product 79,7,2023-01-25 15:00:00,23.37,76864,Spain
I000593,SC5172,Product 27,94,2023-01-25 16:00:00,55.43,65652,UK
C000594,SC2352,Product 68,22,2023-01-25 17:00:00,89.9,32636,France
C000595,SC9881,Product 44,79,2023-01-25 18:00:00,32.46,94574,Germany
C000596,SC2957,Product 59,41,2023-01-25 19:00:00,23.56,75849,UK
C000597,SC2777,Product 17,38,2023-01-25 20:00:00,56.94,46369,USA
I000598,SC5824,Product 13,58,2023-01-25 21:00:00,73.62,34894,UK
I000599,SC1576,Product 20,46,2023-01-25 22:00:00,63.94,51491,Germany
C000600,SC2164,Product 17,93,2023-01-25 23:00:00,40.37,45781,Spain
I000601,SC4216,Product 70,27,2023-01-26 00:00:00,55.83,68196,USA
I000602,SC4331,Product 63,39,2023-01-26 01:00:00,96.5,90326,Germany
I000603,SC7280,Product 33,46,2023-01-26 02:00:00,66.44,10127,France
I000604,SC3672,Product 84,14,2023-01-26 03:00:00,44.08,76266,France
C000605,SC1590,Product 98,7,2023-01-26 04:00:00,42.07,18291,USA
C000606,SC7459,Product 74,65,2023-01-26 05:00:00,16.69,77841,USA
I000607,SC9977,Product 51,13,2023-01-26 06:00:00,9.8,87942,Spain
C000608,SC7065,Product 16,69,2023-01-26 07:00:00,39.85,81987,Germany
C000609,SC3702,Product 86,43,2023-01-26 08:00:00,94.12,46065,France
I000610,SC2973,Product 37,85,2023-01-26 09:00:00,1.01,54481,Germany
C000611,SC5965,Product 77,33,2023-01-26 10:00:00,4.07,19583,UK
C000612,SC2932,Product 27,52,2023-01-26 11:00:00,50.94,66372,France
C000613,SC3764,Product 98,84,2023-01-26 12:00:00,45.73,70095,Spain
C000614,SC5843,Product 17,64,2023-01-26 13:00:00,46.3,90268,UK
C000615,SC3588,Product 56,16,2023-01-26 14:00:00,29.96,86000,Canada
I000616,SC8949,Product 11,53,2023-01-26 15:00:00,25.72,12161,France
I000617,SC5520,Product 17,97,2023-01-26 16:00:00,73.97,25502,Spain
C000618,SC1992,Product 70,79,2023-01-26 17:00:00,45.43,51756,France
I000619,SC5062,Product 69,67,2023-01-26 18:00:00,18.34,22325,USA
I000620,SC1221,Product 99,61,2023-01-26 19:00:00,10.5,93486,Spain
C000621,SC5354,Product 99,60,2023-01-26 20:00:00,68.66,78594,Canada
C000622,SC1477,Product 57,7,2023-01-26 21:00:00,82.02,42391,UK
I000623,SC4341,Product 13,66,2023-01-26 22:00:00,57.81,62374,Germany
I000624,SC2445,Product 78,10,2023-01-26 23:00:00,98.23,76580,USA
C000625,SC5936,Product 72,98,2023-01-27 00:00:00,43.07,88958,UK
I000626,SC3851,Product 18,31,2023-01-27 01:00:00,57.33,68102,UK
I000627,SC5628,Product 59,21,2023-01-27 02:00:00,44.08,33897,Germany
I000628,SC1997,Product 36,13,2023-01-27 03:00:00,20.18,53536,USA
I000629,SC8426,Product 82,93,2023-01-27 04:00:00,55.63,77287,Spain
I000630,SC8723,Product 58,71,2023-01-27 05:00:00,9.68,39954,France
C000631,SC2362,Product 29,48,2023-01-27 06:00:00,75.54,38277,Canada
C000632,SC3980,Product 79,79,2023-01-27 07:00:00,71.77,86851,Germany
I000633,SC8299,Product 86,20,2023-01-27 08:00:00,42.19,77884,Canada
C000634,SC6754,Product 31,73,2023-01-27 09:00:00,49.9,94962,Germany
C000635,SC3606,Product 20,58,2023-01-27 10:00:00,18.04,12688,Spain
I000636,SC7715,Product 70,80,2023-01-27 11:00:00,11.75,28255,Germany
C000637,SC5890,Product 67,37,2023-01-27 12:00:00,60.29,47371,Canada
C000638,SC5512,Product 40,17,2023-01-27 13:00:00,18.62,55841,Germany
I000639,SC6387,Product 19,77,2023-01-27 14:00:00,4.11,82723,USA
C000640,SC1829,Product 46,30,2023-01-27 15:00:00,13.04,64246,Spain
C000641,SC1000,Product 41,72,2023-01-27 16:00:00,64.12,69957,USA
I000642,SC8501,Product 51,52,2023-01-27 17:00:00,33.37,88266,Germany
I000643,SC6568,Product 88,60,2023-01-27 18:00:00,27.97,94199,Canada
I000644,SC6496,Product 89,37,2023-01-27 19:00:00,16.76,27842,USA
I000645,SC7024,Product 95,81,2023-01-27 20:00:00,76.85,67436,Canada
I000646,SC1588,Product 71,49,2023-01-27 21:00:00,72.0,23540,France
C000647,SC3957,Product 49,12,2023-01-27 22:00:00,7.79,74065,Canada
I000648,SC2331,Product 24,71,2023-01-27 23:00:00,20.97,82941,UK
C000649,SC3142,Product 89,92,2023-01-28 00:00:00,37.57,14938,Germany
I000650,SC5568,Product 87,38,2023-01-28 01:00:00,8.47,16534,USA
C000651,SC7313,Product 36,47,2023-01-28 02:00:00,9.87,95336,Spain
I000652,SC7995,Product 17,16,2023-01-28 03:00:00,68.07,29866,UK
C000653,SC6906,Product 75,9,2023-01-28 04:00:00,59.2,22444,Canada
I000654,SC8162,Product 11,4,2023-01-28 05:00:00,56.8,57259,UK
C000655,SC9331,Product 46,93,2023-01-28 06:00:00,68.95,88170,Germany
I000656,SC5516,Product 57,64,2023-01-28 07:00:00,80.3,81850,UK
I000657,SC2436,Product 76,64,2023-01-28 08:00:00,91.43,21290,Spain
C000658,SC1835,Product 89,97,2023-01-28 09:00:00,17.18,72451,France
I000659,SC5819,Product 30,54,2023-01-28 10:00:00,57.75,44174,Spain
I000660,SC4282,Product 73,83,2023-01-28 11:00:00,86.84,26083,USA
C000661,SC4479,Product 4,55,2023-01-28 12:00:00,88.99,49451,Spain
C000662,SC3364,Product 54,92,2023-01-28 13:00:00,57.33,80400,Spain
I000663,SC2788,Product 43,79,2023-01-28 14:00:00,93.85,36643,Germany
C000664,SC7478,Product 97,58,2023-01-28 15:00:00,21.94,30795,Germany
C000665,SC3264,Product 86,65,2023-01-28 16:00:00,36.9,20054,Canada
C000666,SC1590,Product 28,6,2023-01-28 17:00:00,40.92,75360,UK
